KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
EVTNAME550023;The Qinghai State of $CAPITAL$;L'État Qinghai de $CAPITAL$;Der Qinghai-Staat von $CAPITAL$;Stan Qinghai w $CAPITAL$;El estado de Qinghai de $CAPITAL$;Lo stato Qinghai di $CAPITAL$;A Qinghai Állam $CAPITAL$;Stát Qinghai $CAPITAL$;A Qinghai Állam $CAPITAL$;De staat Qinghai van $CAPITAL$;O estado de Qinghai de $CAPITAL$;Öèíõàéñêîå Ãîñóäàğñòâî $CAPITAL$;Qinghain osavaltio $CAPITAL$;x
EVTNAME550024;The Xinjiang State of $CAPITAL$;L'État Xinjiang de $CAPITAL$;Der Xinjiang-Staat von $CAPITAL$;Stan Xinjiang w $CAPITAL$;El estado de Xinjiang de $CAPITAL$;Lo stato Xinjiang di $CAPITAL$;A Xinjiang Állam $CAPITAL$;Stát Xinjiang $CAPITAL$;A Xinjiang Állam $CAPITAL$;De staat Xinjiang van $CAPITAL$;O estado de Xinjiang de $CAPITAL$;Ñèíüöçÿíñêîå Ãîñóäàğñòâî $CAPITAL$;Xinjiangin osavaltio $CAPITAL$;x
EVTNAME550025;The Xizang State of $CAPITAL$;L'état Xizang de $CAPITAL$;Der Xizang-Staat von $CAPITAL$;Stan Xizang w $CAPITAL$;El estado de Xizang de $CAPITAL$;Lo stato Xizang di $CAPITAL$;A Xizang Állam $CAPITAL$;Stát Xizangu $CAPITAL$;A Xizang Állam $CAPITAL$;De staat Xizang van $CAPITAL$;O estado de Xizang de $CAPITAL$;Ñèöçàíà Ãîñóäàğñòâî $CAPITAL$;Xizangin osavaltio $CAPITAL$;x
EVTNAME550026;The Jierjisi State of $CAPITAL$;L'état Jierjisi de $CAPITAL$;Der Jierjisi-Staat von $CAPITAL$;Stan Jierjisi w $CAPITAL$;El estado de Jierjisi de $CAPITAL$;Lo stato Jierjisi di $CAPITAL$;A Jierjisi Állam $CAPITAL$;Stát Jierjisiho $CAPITAL$;A Jierjisi Állam $CAPITAL$;De staat Jierjisi van $CAPITAL$;O estado de Jierjisi de $CAPITAL$;Öçèığöçèñûñêîå Ãîñóäàğñòâî $CAPITAL$;Jierjisin osavaltio $CAPITAL$;x
EVTNAME550027;The Bhutan State of $CAPITAL$;L'État Bhoutan de $CAPITAL$;Der Bhutan-Staat of $CAPITAL$;Stan Bhutanu w $CAPITAL$;El estado de Bután de $CAPITAL$;Lo stato Bhutan di $CAPITAL$;A Bhutáni Állam tõkéje $;Stát Bhútánskı $CAPITAL$;A Bhutáni Állam tõkéje $;De staat Bhutan van $CAPITAL$;O estado do Butão de $CAPITAL$;Áóòàíñêîå Ãîñóäàğñòâî $CAPITAL$;Bhutanin osavaltio $CAPITAL$;x
EVTNAME550028;The Grace of Allah;La Grâce d'Allah;Die Gnade Allahs;£aska Allaha;La gracia de Allah;La Grazia di Allah;Allah Kegyelme;Milost Alláha;Allah Kegyelme;De genade van Allah;A Graça de Allah;Áëàãîäàòü Àëëàõà;Allahin armo;x
EVTDESC550028;The Caliph of $CAPITAL$ united all the Muslim people into one great Caliphate. May Allah grant us victory over the wicked Western rebels who want to change that.;Le calife de $CAPITAL$ a réuni tout le peuple musulman en un seul grand califat. Puisse Allah nous accorder la victoire sur les méchants rebelles occidentaux qui veulent changer cela.;Der Kalif von $CAPITAL$ vereinte alle Muslime in einem großen Kalifat. Möge Allah uns den Sieg über die bösen westlichen Rebellen gewähren, die dies ändern wollen.;Kalif $CAPITAL$ zjednoczy³ ca³y lud muzu³mañski w jednym wielkim kalifacie. Niech Allah zapewni nam zwyciêstwo nad niegodziwymi zachodnimi buntownikami, którzy chc¹ to zmieniæ.;El califa de $CAPITAL$ unió a todos los musulmanes en un gran califato. Que Allah nos conceda la victoria sobre los malvados rebeldes occidentales que quieren cambiar eso.;Il califfo di $CAPITAL$ ha unito tutto il popolo musulmano in un unico grande califfato. Possa Allah concederci la vittoria sui malvagi ribelli occidentali che vogliono cambiarlo.;A $CAPITAL$ kalifa egyesítette a muzulmán embereket egy nagy kalifáttá. Allah adhat nekünk gyõzelmet a gonosz nyugati lázadók felett, akik ezt meg akarják változtatni.;Kalif $CAPITAL$ spojil všechny muslimské lidi do jednoho velkého kalifátu. Ké nám Bùh dá vítìzství nad zlımi západními rebely, kteøí to chtìjí zmìnit.;A $CAPITAL$ kalifa egyesítette a muzulmán embereket egy nagy kalifáttá. Allah adhat nekünk gyõzelmet a gonosz nyugati lázadók felett, akik ezt meg akarják változtatni.;De kalief van $CAPITAL$ verenigde alle moslims tot één groot kalifaat. Moge Allah ons de overwinning geven over de slechte westerse rebellen die dat willen veranderen.;O califa de $CAPITAL$ uniu todo o povo muçulmano em um grande califado. Que Allah nos conceda vitória sobre os rebeldes ocidentais que querem mudar isso.;Õàëèô $CAPITAL$ îáúåäèíèë âñåõ ìóñóëüìàíñêèõ ëşäåé â îäèí âåëèêèé õàëèôàò. Ïóñòü Àëëàõ äàğóåò íàì ïîáåäó íàä çëûìè çàïàäíûìè ïîâñòàíöàìè, êîòîğûå õîòÿò èçìåíèòü ıòî.;$CAPITAL$-kaliffi yhdisti kaikki muslimiväestöt yhdeksi suureksi kalifaatiksi. Antakoon Allah antaa meille voiton pahoista länsimaisista kapinallisista, jotka haluavat muuttaa sen.;x
EVTOPTA550028;Allahu Akbar;Allahou Akbar;Allahu Akbar;Allahu Akbar;Allahu Akbar;Allahu Akbar;Allahu Akbar;Allahu Akbar;Allahu Akbar;Allahoe Akbar;Allahu Akbar;Àëëàõó Àêáàğ;Allahu Akbar;x
EVTNAME550029;The Unification of the Sudan;L'unification du Soudan;Die Vereinigung des Sudan;Zjednoczenie Sudanu;La unificación del Sudán;L'unificazione del Sudan;A Szudán egyesülése;Sjednocení Súdánu;A Szudán egyesülése;De eenwording van Sudan;A unificação do Sudão;Îáúåäèíåíèå Ñóäàíà;Sudanin yhdistyminen;x
EVTDESC550029;The once little country of South Sudan managed to conquer Khartoum from the Imperialist regimes owning it. Now, the region has been unified;Le petit pays du Soudan du Sud était parvenu à conquérir Khartoum des régimes impérialistes qui le possédaient. Maintenant, la région a été unifiée;Das kleine Land Südsudan hatte es geschafft, Khartum vor den imperialistischen Regimen zu erobern, die es besaßen. Jetzt wurde die Region vereinheitlicht;Ten niegdyœ ma³y kraj Sudanu Po³udniowego zdo³a³ podbiæ Chartum od imperialistycznych re¿imów bêd¹cych jego w³aœcicielem. Teraz region zosta³ zjednoczony;El alguna vez pequeño país de Sudán del Sur logró conquistar Jartum de los regímenes imperialistas que lo poseían. Ahora, la región ha sido unificada;Il paese un tempo piccolo del Sud Sudan riuscì a conquistare Khartum dai regimi imperialisti che la controllavano. Ora, la regione è stata unificata;Az egykori kis Dél-Szudán országnak sikerült meghódítania Khartoumot az azt birtokló imperialista rezsimektõl. A régió most egységes lett;Kdysi malá zemì jiního Súdánu dokázala dobıt Chartúm z imperialistickıch reimù, které ji vlastnily. Nyní byl region sjednocen;Az egykori kis Dél-Szudán országnak sikerült meghódítania Khartoumot az azt birtokló imperialista rezsimektõl. A régió most egységes lett;Het eens zo kleine Zuid-Soedan wist Khartoum te veroveren van de imperialistische regimes die het bezaten. Nu is de regio verenigd;O outrora pequeno país do Sudão do Sul conseguiu conquistar Cartum dos regimes imperialistas que o possuíam. Agora, a região foi unificada;Íåêîãäà ìàëåíüêàÿ ñòğàíà Şæíîãî Ñóäàíà ñóìåëà çàâîåâàòü Õàğòóì îò èìïåğèàëèñòè÷åñêèõ ğåæèìîâ, âëàäåşùèõ èì. Òåïåğü ğåãèîí îáúåäèíåí;Aikaisemmin pieni Etelä-Sudanin maa onnistui valloittamaan Khartoumin sitä omistavillaan imperialistisilta hallituksilta. Nyt alue on yhtenäinen;x
EVTOPTA550029;Death to the Imperialists!;Mort aux impérialistes!;Tod den Imperialisten!;Œmieræ imperialistom!;¡Muerte a los imperialistas!;Morte agli imperialisti!;Halál az imperialistáknak!;Smrt imperialistùm!;Halál az imperialistáknak!;Dood aan de imperialisten!;Morte aos imperialistas!;Ñìåğòü èìïåğèàëèñòàì!;Kuolema imperialisteille!;x
EVTNAME550032;The Tajike State of $CAPITAL$;L'État Tajike de $CAPITAL$;Der Tajike-Staat of $CAPITAL$;Stan Tajike w $CAPITAL$;El estado de Tajike de $CAPITAL$;Lo stato Tajike di $CAPITAL$;A Tajike Állam $CAPITAL$;Stát Tajike $CAPITAL$;A Tajike Állam $CAPITAL$;De staat Tajike van $CAPITAL$;O estado de Tajike de $CAPITAL$;Òàöçèêıñêîå Ãîñóäàğñòâî $CAPITAL$;Tajikin osavaltio $CAPITAL$;x
EVTNAME550033;The Pangzhepu State of $CAPITAL$;L'État Pangzhepu de $CAPITAL$;Der Pangzhepu-Staat of $CAPITAL$;Stan Pangzhepu w $CAPITAL$;El estado de Pangzhepu de $CAPITAL$;Lo stato Pangzhepu di $CAPITAL$;A Pangzhepu Állam $CAPITAL$;Stát Pangzhepu $CAPITAL$;A Pangzhepu Állam $CAPITAL$;De staat Pangzhepu van $CAPITAL$;O estado de Pangzhepu de $CAPITAL$;Ïàí÷æıïóñêîå Ãîñóäàğñòâî $CAPITAL$;Pangzhepuin osavaltio $CAPITAL$;x
EVTNAME550034;The Asami State of $CAPITAL$;L'État Asami de $CAPITAL$;Der Asami-Staat of $CAPITAL$;Stan Asami w $CAPITAL$;El estado de Asami de $CAPITAL$;Lo stato Asami di $CAPITAL$;A Asami Állam $CAPITAL$;Stát Asami $CAPITAL$;A Asami Állam $CAPITAL$;De staat Asami van $CAPITAL$;O estado de Asami de $CAPITAL$;Àñàìèñêîå Ãîñóäàğñòâî $CAPITAL$;Asamin osavaltio $CAPITAL$;x
EVTNAME550035;The Shan State of $CAPITAL$;L'État Shan de $CAPITAL$;Der Shan-Staat of $CAPITAL$;Shan Syczuañski w $CAPITAL$;El estado de Shan de $CAPITAL$;Lo stato Shan di $CAPITAL$;A Shan Állam $CAPITAL$;Stát Shan $CAPITAL$;A Shan Állam $CAPITAL$;De staat Shan van $CAPITAL$;O estado de Shan de $CAPITAL$;Øàíüñêîå Ãîñóäàğñòâî $CAPITAL$;Shanin osavaltio $CAPITAL$;x
EVTNAME550036;The Dongjing State of $CAPITAL$;L'État Dongjing de $CAPITAL$;Der Dongjing-Staat of $CAPITAL$;Stan Dongjing w $CAPITAL$;El estado de Dongjing de $CAPITAL$;Lo stato Dongjing di $CAPITAL$;A Dongjing Állam $CAPITAL$;Stát Dongjing $CAPITAL$;A Dongjing Állam $CAPITAL$;De staat Dongjing van $CAPITAL$;O estado de Dongjing de $CAPITAL$;Äóíöçèíñêîå Ãîñóäàğñòâî $CAPITAL$;Dongjingin osavaltio $CAPITAL$;x
EVTDESC452013;Since the existance of an independent Austrian kingdom, it makes no sense that $CAPITAL$ styles herself as holding the Crown of Austria. From now on, we're the Kingdom of Hungary.;Depuis l'existence d'un royaume autrichien indépendant, cela n'a aucun sens que $CAPITAL$ se présente comme tenant la couronne d'Autriche. Désormais, nous sommes le Royaume de Hongrie.;Da es ein unabhängiges österreichisches Königreich gibt, macht es keinen Sinn, dass sich $CAPITAL$ als die Krone Österreichs auszeichnet. Von nun an sind wir das Königreich Ungarn.;Od czasu istnienia niezale¿nego królestwa austriackiego nie ma sensu, aby $CAPITAL$ nosi³a tytu³ Korony Austrii. Odt¹d jesteœmy Królestwem Wêgier.;Desde la existencia de un reino austríaco independiente, no tiene sentido que $CAPITAL$ se considere a sí misma como titular de la Corona de Austria. De ahora en adelante, somos el Reino de Hungría.;Data l'esistenza di un regno austriaco indipendente, non ha senso che $CAPITAL$ si ritenga la Corona d'Austria. Da ora in poi, siamo il Regno di Ungheria.;Mivel létezik egy független osztrák királyság, nincs értelme, hogy a $CAPITAL$ úgy tartja magát, mint aki Ausztria koronáját tartja. Mostantól a Magyar Királyság vagyunk.;Od existence nezávislého rakouského království nedává smysl, aby se $CAPITAL$ styly drely rakouské koruny. Od nynìjška jsme Maïarskım královstvím.;Mivel létezik egy független osztrák királyság, nincs értelme, hogy a $CAPITAL$ úgy tartja magát, mint aki Ausztria koronáját tartja. Mostantól a Magyar Királyság vagyunk.;Aangezien er een onafhankelijk Oostenrijks koninkrijk bestaat, heeft het geen enkele zin dat $CAPITAL$ zichzelf als de kroon van Oostenrijk beschouwt. Vanaf nu zijn we het Koninkrijk Hongarije.;Desde a existência de um reino austríaco independente, não faz sentido que $CAPITAL$ se denomine como detentora da coroa da Áustria. A partir de agora, somos o Reino da Hungria.;Ïîñêîëüêó ñóùåñòâóåò íåçàâèñèìîå àâñòğèéñêîå êîğîëåâñòâî, íåò ñìûñëà â òîì, ÷òî $CAPITAL$ ïîçèöèîíèğóåò ñåáÿ êàê äåğæàòåëÿ êîğîíû Àâñòğèè. Îòíûíå ìû êîğîëåâñòâî Âåíãğèÿ.;Itsenäisen itävaltalaisen valtakunnan olemassaolosta lähtien ei ole mitään järkeä, että $CAPITAL$ haluaa pitävänsä Itävallan kruunua. Tästä lähtien olemme Unkarin kuningaskunta.;x
EVTOPTA452013;...What?;...Quoi?;...Was?;...Co?;...¿Qué?;...Che?;...Mit?;...Co?;...Mit?;...Wat?;...O que?;...×òî?;...Mitä?;x
EVTNAME452014;The End of the Miedzymorze;La fin du Miedzymorze;Das Ende des Miedzymorze;Koniec Miêdzymorze;El fin del Miedzymorze;La fine del Miedzymorze;A Miêdzymorze vége;Konec Miêdzymorze;A Miêdzymorze vége;Het einde van de Miedzymorze;O fim do Miedzymorze;Êîíåö Ìåíäçèìîğçå;Miedzymorzen loppu;x
EVTDESC452014;Since the Commonwealth lost the rule over Lithuania, we can only lay claim to the Crown of Poland.;Depuis que le Commonwealth a perdu la domination sur la Lituanie, nous ne pouvons que revendiquer la couronne de Pologne.;Da das Commonwealth die Herrschaft über Litauen verloren hat, können wir nur Anspruch auf die polnische Krone erheben.;Poniewa¿ Rzeczpospolita utraci³a w³adzê nad Litw¹, mo¿emy jedynie domagaæ siê korony polskiej.;Dado que la Commonwealth perdió el dominio sobre Lituania, solo podemos reclamar la corona de Polonia.;Poiché il Commonwealth ha perso il dominio sulla Lituania, possiamo solo rivendicare la Corona di Polonia.;Mivel a Nemzetközösség elvesztette Litvánia feletti szabályt, csak Lengyelország koronájára hivatkozhatunk.;Protoe Spoleèenství ztratilo vládu nad Litvou, mùeme si nárokovat pouze polskou korunu.;Mivel a Nemzetközösség elvesztette Litvánia feletti szabályt, csak Lengyelország koronájára hivatkozhatunk.;Aangezien het Gemenebest de regel over Litouwen heeft verloren, kunnen we alleen aanspraak maken op de Kroon van Polen.;Desde que a Commonwealth perdeu o domínio sobre a Lituânia, só podemos reivindicar a Coroa da Polônia.;Ïîñêîëüêó Ñîäğóæåñòâî óòğàòèëî âëàñòü íàä Ëèòâîé, ìû ìîæåì ïğåòåíäîâàòü òîëüêî íà ïîëüñêóş êîğîíó.;Koska Kansainyhteisö menetti Liettuan hallinnan, voimme vedota vain Puolan kruunuun.;x
EVTOPTA452014;We'll conquer back those Lithuanians soon;Nous allons bientôt reconquérir ces Lituaniens;Wir werden diese Litauer bald zurückerobern;Wkrótce odzyskamy tych Litwinów;Vamos a conquistar a esos lituanos pronto;Presto riconquisteremo quei lituani;Hamarosan meghódítjuk azokat a litvánokat;Brzy dobijeme ty Litevce;Hamarosan meghódítjuk azokat a litvánokat;We zullen die Litouwers snel terugwinnen;Conquistaremos esses lituanos em breve;Ìû ñêîğî ïîáåäèì ıòèõ ëèòîâöåâ;Valloitamme pian ne liettualaiset;x
EVTDESC452015;Apparently, the Commonwealth was not Polish enough for the Kingdom of Poland to keep being in it. $CAPITAL$ represents now only the Duchy of Lithuania;Apparemment, le Commonwealth n'était pas suffisamment polonais pour que le Royaume de Pologne continue d'y être. $CAPITAL$ ne représente plus que le duché de Lituanie;Anscheinend war das Commonwealth nicht polnisch genug, damit das Königreich Polen weiter daran teilnehmen konnte. $CAPITAL$ repräsentiert nur noch das Herzogtum Litauen;NajwyraŸniej Rzeczpospolita nie by³a wystarczaj¹co polska, aby Królestwo Polskie mog³o w niej nadal istnieæ. $CAPITAL$ reprezentuje teraz tylko Ksiêstwo Litewskie;Aparentemente, la Commonwealth no era lo suficientemente polaca como para que el Reino de Polonia siguiera estando en ella. $CAPITAL$ representa ahora solo el Ducado de Lituania;Apparentemente, il Commonwealth non era abbastanza polacco per il Regno di Polonia per continuare a farne parte. $CAPITAL$ rappresenta ora solo il ducato di Lituania;Nyilvánvaló, hogy a Nemzetközösség nem volt elég lengyel ahhoz, hogy a Lengyel Királyság továbbra is benne maradjon. A $CAPITAL$ jelenleg csak a Litván Hercegséget képviseli;Obecnì patrnì nebylo dost polské na to, aby v ní Polské království zùstalo. $CAPITAL$ nyní pøedstavuje pouze vévodství Litvy;Nyilvánvaló, hogy a Nemzetközösség nem volt elég lengyel ahhoz, hogy a Lengyel Királyság továbbra is benne maradjon. A $CAPITAL$ jelenleg csak a Litván Hercegséget képviseli;Blijkbaar was het Gemenebest niet Pools genoeg om het Koninkrijk Polen erin te laten blijven. $CAPITAL$ vertegenwoordigt nu alleen het hertogdom Litouwen;Aparentemente, a Commonwealth não era polonesa o suficiente para o Reino da Polônia continuar nele. $CAPITAL$ agora representa apenas o Ducado da Lituânia;Î÷åâèäíî, ÷òî Ñîäğóæåñòâî íå áûëî äîñòàòî÷íî ïîëüñêèì, ÷òîáû Êîğîëåâñòâî Ïîëüñêîå ïğîäîëæàëî îñòàâàòüñÿ â íåì. $CAPITAL$ ïğåäñòàâëÿåò ñåé÷àñ òîëüêî êíÿæåñòâî Ëèòîâñêîå;Ilmeisesti Kansainyhteisö ei ollut tarpeeksi puolalainen, jotta Puolan kuningaskunta pysyi siinä. $CAPITAL$ edustaa nyt vain Liettuan herttuakuntaa;x
EVTOPTA452015;Something weird has happened;Quelque chose de bizarre est arrivé;Es ist etwas Seltsames passiert;Sta³o siê coœ dziwnego;Algo raro ha sucedido;È successo qualcosa di strano;Valami furcsa történt;Stalo se nìco divného;Valami furcsa történt;Er is iets vreemds gebeurd;Algo estranho aconteceu;Ñëó÷èëîñü íå÷òî ñòğàííîå;Jotain outoa on tapahtunut;x
EVTDESC452016;We don't own Poland, we don't own Lithuania, then why are we called 'The Polish-Lithuanian Commonwealth'?;Nous ne possédons pas la Pologne, nous ne possédons pas la Lituanie, alors pourquoi nous appelons-nous «le Commonwealth polonais-lituanien»?;"Wir besitzen kein Polen, wir besitzen kein Litauen. Warum heißen wir dann ""das polnisch-litauische Commonwealth""?";Nie jesteœmy w³aœcicielami Polski, nie jesteœmy w³aœcicielami Litwy, dlaczego wiêc nazywamy siê „Rzeczpospolita Obojga Narodów”?;No somos dueños de Polonia, no somos dueños de Lituania, entonces, ¿por qué nos llaman 'La Comunidad Polaco-Lituana'?;"Non possediamo la Polonia, non possediamo la Lituania, quindi perché siamo chiamati ""Il Commonwealth polacco-lituano""?";Mi nem Lengyelország tulajdonosa, nem Litvánia tulajdonosa, akkor miért hívják „Lengyel-Litván Nemzetközösségnek”?;Nevlastníme Polsko, nevlastníme Litvu, tak proè se nám øíká „polsko-litevské spoleèenství“?;Mi nem Lengyelország tulajdonosa, nem Litvánia tulajdonosa, akkor miért hívják „Lengyel-Litván Nemzetközösségnek”?;Wij bezitten Polen niet, wij bezitten Litouwen niet, waarom worden we dan 'Het Pools-Litouwse Gemenebest' genoemd?;Não possuímos a Polônia, não possuímos a Lituânia, então por que somos chamados de 'Comunidade da Polônia-Lituânia'?;Ìû íå âëàäååì Ïîëüøåé, ìû íå âëàäååì Ëèòâîé, òîãäà ïî÷åìó íàñ íàçûâàşò «Ğå÷üş Ïîñïîëèòîé»?;Meillä ei ole Puolaa, emme omista Liettuaa, miksi meitä kutsutaan ”Puolan ja Liettuan väliseen yhteisöön”?;x
EVTOPTA452016;I'm having an identity crisis;J'ai une crise d'identité;Ich habe eine Identitätskrise;Mam kryzys to¿samoœci;Estoy teniendo una crisis de identidad.;Sto avendo una crisi d'identità;Nekem identitási válságom van;Mám krizi identity;Nekem identitási válságom van;Ik heb een identiteitscrisis;Estou tendo uma crise de identidade;Ó ìåíÿ êğèçèñ èäåíòè÷íîñòè;Minulla on identiteettikriisi;x
EVTDESC452017;What do you get when Austria-Hungary, Austria and Hungary all exist on the map?;Qu'obtenez-vous lorsque l'Autriche-Hongrie, l'Autriche et la Hongrie existent toutes sur la carte?;Was bekommen Sie, wenn Österreich-Ungarn, Österreich und Ungarn alle auf der Karte existieren?;Co otrzymujesz, gdy na mapie istniej¹ wszystkie Austro-Wêgry, Austria i Wêgry?;¿Qué obtienes cuando Austria-Hungría, Austria y Hungría existen en el mapa?;Cosa ottieni quando Austria-Ungheria, Austria e Ungheria esistono tutte sulla mappa?;Mit kapsz, ha Ausztria-Magyarország, Ausztria és Magyarország mind létezik a térképen?;Co získáte, kdy na mapì existují všechny Rakousko-Uhersko, Rakousko a Maïarsko?;Mit kapsz, ha Ausztria-Magyarország, Ausztria és Magyarország mind létezik a térképen?;Wat krijg je als Oostenrijk-Hongarije, Oostenrijk en Hongarije allemaal op de kaart staan?;O que você ganha quando Áustria-Hungria, Áustria e Hungria existem no mapa?;×òî âû ïîëó÷àåòå, êîãäà Àâñòğî-Âåíãğèÿ, Àâñòğèÿ è Âåíãğèÿ âñå ñóùåñòâóşò íà êàğòå?;Mitä saat, kun Itävalta-Unkari, Itävalta ja Unkari ovat kaikki kartalla?;x
